text,triples
If the connection.close() method has not been called a java.lang.AssertionError is thrown.,"(""connection.close()"", ""The java.lang.AssertionError is thrown if the connection.close() method has not been called."", ""java.lang.AssertionError"")"
You just provide the real collaborator to the MockFactory instead of an interface (class object).,"(""MockFactory"", ""MockFactory is described as a class object in the text, indicating it is a class entity."", ""class"")"
You can even turn the proxyConnection into a stub temporarily by adding a return value to the proxy via the mock.addReturnValue(...).,"(""mock"", ""The method addReturnValue is used with the mock class to add a return value to the proxy."", ""addReturnValue""); (""proxyConnection"", ""The proxyConnection can be turned into a stub by using the mock class."", ""mock"")"
"Subclass mock objects is a mock object that is created by subclassing the class you want to test, and overriding some of its methods.","(""Subclass Mock Objects"", ""Subclass Mock Objects is a type of Mock Object created by subclassing."", ""Mock Object""); (""Subclass Mock Objects"", ""Subclass Mock Objects involves overriding some methods of the class being tested."", ""Method"")"
The class MyUnit is the class I am trying to unit test.,"(""MyUnit"", ""MyUnit is the class that is being unit tested."", ""unit test"")"
"In this unit test, I want to check if the MyUnit class calls the MyDependency class correctly.","(""MyUnit"", ""The MyUnit class is expected to call the MyDependency class, indicating a relationship where MyUnit depends on MyDependency."", ""MyDependency"")"
"The first thing to do is to refactory the MyUnit class, so that all calls to the MyDependency class are encapsulated in their own methods.","(""MyUnit"", ""The MyUnit class makes calls to the MyDependency class, indicating a dependency relationship."", ""MyDependency""); (""MyUnit"", ""The MyUnit class encapsulates calls to MyDependency in its own methods, indicating that methods are part of MyUnit."", ""methods"")"
"Notice how the two calls to MyDependency.callOne() and MyDependency.callTwo() are now encapsulated in two protected methods, callOne() and callTwo().","(""MyDependency"", ""The method callOne() is invoked on the class MyDependency."", ""callOne""); (""MyDependency"", ""The method callTwo() is invoked on the class MyDependency."", ""callTwo"")"
The second step is to create a subclass mock of the MyUnit class.,"(""mock"", ""The mock is a subclass of the MyUnit class."", ""MyUnit"")"
Here is a unit test method that uses the MyUnitMock class:,"(""unit test"", ""The unit test method uses the MyUnitMock class, indicating a dependency or interaction between the two."", ""MyUnitMock"")"
"Third, assertions are made about whether the callOne() and callTwo() method were invoked.","(""Callone"", ""Both are methods mentioned in the context of being invoked."", ""Calltwo"")"
"As you can see, it is possible to test almost all of a class by using subclass mocks, as described above.","(""Class"", ""Subclass Mocks are used to test the Class"", ""Subclass Mocks"")"
"There are, however, situations where it works better to use a completely separate mock dependency object with the original class instead.","(""Mock Dependency Object"", ""The Mock Dependency Object is used with the Original Class as a separate entity to improve functionality in certain situations."", ""Original Class"")"
"If the throwIllegalArgumentException() method returns normall, then this fail() call is executed, causing the test to fail.","(""throwIllegalArgumentException"", ""The fail() method is executed if the throwIllegalArgumentException() method returns normally, indicating a relationship where one method's behavior affects the execution of another."", ""fail"")"
"Correspondingly, if the throwIllegalArgumentException() method throws the expected IllegalArgumentException, it is caught in the catch-clause, and ignored.","(""throwIllegalArgumentException"", ""The method throwIllegalArgumentException is related to the class IllegalArgumentException because it throws an exception of this type."", ""IllegalArgumentException"")"
"Instead you want users trying to access your web app to see a nice ""This web app is down for maintenance..."" page.",NULL
"A ""This web app is down for maintenance..."" page lets them know that the down time is controlled and expected.",NULL
Here is how the web.xml configuration looks for such a setup:,"(""web.xml"", ""The web.xml file is used for configuration purposes in a web application setup."", ""configuration"")"
"For instance, imagine that a user sends a request that takes 1 minute to process (e.g.",NULL
"I've posted the full solution including the servlet filter Java code, the web.xml configuration, the maintenance message page and the maintenance GUI page, for your convenience below.","(""Servlet Filter"", ""The servlet filter is configured in the web.xml file."", ""Web.xml""); (""Servlet Filter"", ""The servlet filter likely serves the maintenance message page during maintenance."", ""Maintenance Message Page""); (""Servlet Filter"", ""The servlet filter likely interacts with the maintenance GUI page for maintenance operations."", ""Maintenance GUI Page"")"
