"When you have a ""non-reflection"" value, such as a string or int, you can use reflect.ValueOf() to get a reflect.Value descriptor of it.","['Conversion: (string, transformed into, reflect.Value)', 'Conversion: (int, transformed into, reflect.Value)', 'Dependency: (reflect.ValueOf(), relies on, reflect.Value)']","['(type, Conversion, type): (string, transformed into, reflect.Value)', '(type, Conversion, type): (int, transformed into, reflect.Value)', '(func, Dependency, type): (reflect.ValueOf(), relies on, reflect.Value)']"
"So if reflect.Value wraps an interface value, Value.Elem() may also be used to get the concrete value wrapped in that interface value.","['Containment: (reflect.Value, contains, Value.Elem())', 'Conversion: (Value.Elem(), unwraps, reflect.Value)']","['(type, Containment, method): (reflect.Value, contains, Value.Elem())', '(method, Conversion, type): (Value.Elem(), unwraps, reflect.Value)']"
"It doesn't matter if you're doing it directly to str, or via a pointer",,[]
"If you have a function for example which receives a string argument, whatever it receives (e.g",,[]
"""hello"" is a string value, and this is what is immutable",,[]
"In an earlier version of this design, we permitted using type assertions and type switches on variables whose type was a type parameter, or whose type was based on a type parameter","['Containment: (type, based on, type parameter)']","['(type, Containment, type): (type, based on, type parameter)']"
"Immutable means you cannot take the string value ""world"", and change its second character for example",,[]
"If you signal the parent process directly, the child process won't receive the signal.",,[]
You're just changing the value of the variable denoted by str.,,[]
"""hello""), you can be sure it will always remain the same",,[]
"No matter when / how you print this string value, it will always be ""hello"".",,[]
"Basically whatever value you pass to reflect.ValueOf(), if it's not already an interface value, it will be wrapped in an interface{} implicitly","['Conversion: (reflect.ValueOf(), transforms into, interface{})']","['(method, Conversion, type): (reflect.ValueOf(), transforms into, interface{})']"
"Programs that contain several
  goroutines that spend a lot of time
  communicating on channels will
  experience performance degradation
  when using multiple OS threads","['Collaboration: (goroutines, communicate with, channels)']","['(type, Collaboration, type): (goroutines, communicate with, channels)']"
"The data array and its length are not exposed to you, so you can't modify them",,[]
This is one element of making sure that string values are immutable,,[]
"Another element is that although string values can be indexed (which indexes its bytes), you can not assign new values to the index expressions",,[]
"it is valid to use the value ""abc""[0], but it is invalid to assign a new value to it like ""abc""[0] = 'x'",,[]
"Similarly, you cannot take the address of an index expression indexing a string value (else you could modify the pointed value and thus indirectly the string value).",,[]
"Note that there are certain ways to still change string values, e.g",,[]
"using package unsafe, but this falls outside the guarantees of the spec:",,[]
"But without using these ""special"" means, it cannot happen that a string value gets altered.",,[]
"Read the blog post Strings, bytes, runes and characters in Go for how string is implemented and works in Go.",,[]
Package unsafe contains operations that step around the type safety of Go programs.,,[]
Developers might expect that case int: matches the type Seconds as well.,"['Equivalence: (int, matches the type, Seconds)']","['(type, Equivalence, type): (int, matches the type, Seconds)']"
"The ""moment"" you import package unsafe, you'll lose any guarantees and safety provided by the language spec, and from there on you can't complain for anything",,[]
"This second ""use case"" surfaces if you pass a pointer to interface (which is otherwise very rare in Go!).","['Containment: (pointer, included within, interface)']","['(type, Containment, type): (pointer, included within, interface)']"
"You cannot use T like it was FooBar, therefore *T is definitely not equivalent to *foo or *bar.",,[]
"Based on this, consider what would happen if the receiver of ChangeValue was a value of type Something instead of a pointer to one...","['Difference: (ChangeValue, receiver type difference, Something)']","['(method, Difference, type): (ChangeValue, receiver type difference, Something)']"
"But that's not enough yet, because now none of your types actually implement it",,[]
"Also, it was sometimes confusing that in a constraint with a type set that uses approximation elements, a type assertion or type switch would use the actual type argument, not the underlying type of the type argument (the difference is explained in the section on identifying the matched predeclared type)",,[]
Packages that import unsafe may be non-portable and are not protected by the Go 1 compatibility guidelines.,,[]
"To allow a case statement to match both Seconds and int would require a new syntax, like, for example,","['Difference: (Seconds, match both, int)']","['(type, Difference, type): (Seconds, match both, int)']"
A quick and dirty fix for your contrived program is simply to assert that *T is indeed a stringer:,,[]
"To preserve compile time type safety, another solution that somewhat preserves your programs' semantics would be this:",,[]
"First, the relationship between a type parameter and its constraint is not identity: T is not FooBar",,[]
Step 2: change the types in the union to be pointers:,,[]
Your program doesn't crash because the methods just return some string literal.,,[]
"If you need to also initialize the memory referenced by the pointers, inside blah you need to know about the base types.",,[]
